hour,altitude,altitude_change,azimuth,temperature,rainfall,windvelocity,humidity,snowfall,sky,output
19,-9.662938247,-11.6530251,262.7561902,5.6,,1.8,83,,2,0
20,-21.54941775,-11.8864795,271.7443495,5.1,,1.2,87,,2,0
21,-33.3695245,-11.82010675,281.6144407,3.9,,0.5,93,,1,0
22,-44.71637996,-11.34685547,293.7010511,3,,1,97,,3,0
23,-54.83754473,-10.12116477,310.3421726,2.2,,0.1,100,,3,0
0,-61.80940848,-6.971863745,335.3244251,1.4,,0.4,100,,2,0
1,-63.62661526,-1.817206781,352.4739682,1.1,,0.4,100,,3,0
2,-59.03284915,4.593766103,36.99410351,1.6,,1,100,,4,0
3,-50.23142113,8.801428025,57.57494435,1.4,,0.2,100,,4,0
4,-39.45616506,10.77525607,71.80306057,1.6,,1.9,100,,2,0
5,-27.8459506,11.61021446,82.70536218,0.5,,0.4,100,,3,0
6,-15.95812485,11.88782575,92.07230624,1.1,,0,100,,4,0
7,-4.134591421,11.82353343,100.9800217,1.3,,1.1,100,,4,1.6
8,7.330150551,11.46474197,110.2177984,1.9,,0,100,,4,10.1
9,18.09029961,10.76014906,120.5201262,3.3,,1.3,98,,4,40.1
10,27.65981271,9.569513107,132.6726757,6.3,,0.7,84,,3,41.8
11,35.32600812,7.6661954,147.432314,7.7,,0.5,72,,4,45
12,40.14824196,4.822233841,165.0477846,9,,1.9,70,,4,56.4
13,41.24686075,1.098618797,175.5618514,11,,2.7,61,,3,77.9
14,38.37814911,-2.868711648,203.2633559,11.8,,2.7,63,,4,41.8
15,32.14209808,-6.236051021,219.6201948,11.6,,2.8,66,,4,26
16,23.50781222,-8.634285869,233.1188772,11.6,,3.3,68,,4,11.3
17,13.32547007,-10.18234214,244.3316941,11.1,,2,75,,4,4.7
18,2.196177826,-11.12929225,254.0580272,10.5,,1.4,74,,4,0.2
19,-9.469000949,-11.66517878,263.0556383,10.1,,0.6,74,,4,0
20,-21.35836616,-11.88936521,272.0636313,9.6,,0.4,76,,4,0
21,-33.17027833,-11.81191217,281.9633584,7.7,1.1,0.9,100,,4,0
22,-44.49399466,-11.32371633,294.0866035,7.7,,1.3,100,,4,0
23,-54.5717045,-10.07770984,310.7448565,7.1,,1.1,100,,4,0
0,-61.48163124,-6.909926748,335.6210683,7.1,4,1.9,100,,4,0
1,-63.27016778,-1.788536533,352.507939,7.2,,3,100,,4,0
2,-58.71055773,4.559610043,36.69810722,7.2,,4.3,100,,4,0
3,-49.95551294,8.755044794,57.22237354,5.6,4.5,4,100,,4,0
4,-39.21076525,10.74474769,71.46824669,5.3,,3.7,99,,4,0
5,-27.6153102,11.59545505,82.39784657,4.6,,3.6,100,,3,0
6,-15.73042351,11.88488669,91.7868,4.1,,4.8,99,,3,0
7,-3.900521753,11.82990176,100.7101059,4.1,,3.6,99,,3,1.7
8,7.578749848,11.4792716,109.959719,4.1,,3.4,99,,4,11.4
9,18.36105844,10.7823086,120.2755297,4.6,,3.1,98,,4,28.5
10,27.95918785,9.598129411,132.4532735,5.6,,4.1,93,,3,76.4
11,35.65620444,7.697016587,147.2663678,7,,5.2,83,,3,99.2
12,40.5011421,4.844937657,164.979039,7.7,,6.5,72,,2,56.9
13,41.60078309,1.099640989,175.5018473,7.8,,5.3,69,,2,106.4
14,38.70814979,-2.892633296,203.4367159,7.5,,7.1,71,,2,46.9
15,32.43512016,-6.27302963,219.8609515,6.4,,7.2,75,,2,67.3
16,23.76423022,-8.670889938,233.3896558,5.9,,8.1,67,,2,66.2
17,13.55224603,-10.21198419,244.6148715,5.3,,6.4,62,,2,18.6
18,2.402009818,-11.15023621,254.3496701,3.7,,6.3,69,,1,0.8
19,-9.275191722,-11.67720154,263.3592295,3.2,,5.6,69,,1,0
20,-21.1671297,-11.89193797,272.3868195,2.7,,4.2,73,,1,0
21,-32.97034872,-11.80321902,282.31597,2.5,,4.8,73,,1,0
22,-44.27023586,-11.29988715,294.4754164,1.9,,2.6,76,,1,0
23,-54.30369819,-10.03346233,311.1497773,1.1,,2.3,76,,1,0
0,-61.15114113,-6.847442937,335.9194075,0.6,,2,76,,1,0
1,-62.9102061,-1.75906497,352.5354789,-0.5,,1.1,82,,1,0
2,-58.38338227,4.526823827,36.40946381,-0.9,,1.2,88,,1,0
3,-49.67421247,8.709169796,56.87376816,-1.4,,0.8,91,,1,0
4,-38.96011775,10.71409472,71.1350132,-1.5,,0.3,91,,1,0
5,-27.37973949,11.58037826,82.09068704,-2,,0.3,93,,1,0
6,-15.49810718,11.88163231,91.50101327,-2.4,,0.6,95,,1,0
7,-3.662102911,11.83600426,100.439546,-2.3,,1.1,93,,1,4.4
8,7.831496473,11.49359938,109.7007743,-2.8,,0.8,97,,1,41.8
9,18.63583664,10.80434016,120.0299804,1,,1.8,80,,1,77.6
10,28.26253046,9.626693824,132.2331086,3,,0.9,62,,1,119
11,35.9903386,7.727808137,147.1005242,5.1,,2.1,54,,1,138.9
12,40.85775924,4.86742064,164.9124258,5.7,,3.1,53,,1,149.3
13,41.95770005,1.099940808,175.4370056,6.1,,3.3,48,,1,150.7
14,39.03999852,-2.917701528,203.6165625,6.9,,3.9,61,,1,135.3
15,32.7289191,-6.311079417,220.1082169,7.2,,2.9,56,,1,115.2
16,24.02072908,-8.708190016,233.6662109,7.2,,3,49,,1,77.6
17,13.77877313,-10.24195596,244.9030534,6.9,,2.8,50,,1,25.2
18,2.607536248,-11.17123688,254.6457345,5.4,,3.4,63,,1,1.2
19,-9.081539216,-11.68907546,263.6668564,3.7,,1.5,69,,1,0
20,-20.97572257,-11.89418336,272.7137918,2.9,,2.1,74,,1,0
21,-32.76974007,-11.7940175,282.6721289,1.8,,1.1,83,,1,0
22,-44.04510659,-11.27536652,294.8673033,1.8,,1.4,82,,1,0
23,-54.0335445,-9.988437911,311.5567002,1.3,,1.6,86,,1,0
0,-60.81799706,-6.784452562,336.2191904,0,,0.8,91,,1,0
1,-62.54684439,-1.728847334,352.5568758,0.2,,1,92,,1,0
2,-58.05146911,4.495375289,36.12809525,0.7,,1.4,88,,1,0
3,-49.38764757,8.663821536,56.52921645,1.5,,0.9,86,,2,0
4,-38.70433085,10.68331672,70.80347174,0.4,,1.2,87,,1,0
5,-27.13933809,11.56499276,81.78397947,-0.1,,1,91,,1,0
6,-15.26127423,11.87806386,91.21502161,-0.5,,0.9,91,,1,0
7,-3.419436149,11.84183808,100.168398,-0.5,,0.7,94,,1,3.4
8,8.088284334,11.50772048,109.4410012,0.4,,1.1,90,,1,30.1
9,18.91452315,10.82623881,119.783494,3.5,,1.4,76,,1,75
10,28.56972674,9.655203589,132.0121738,5.6,,2.7,62,,1,110.8
11,36.32829832,7.758571582,146.9347623,7.9,,1.9,56,,2,122.4
12,41.21798433,4.889686009,164.8479414,9.7,,2.4,58,,3,130.1
13,42.31749944,1.099515115,175.3672935,10.4,,1.3,57,,3,101
14,39.3735787,-2.943920742,203.8029206,11.1,,1.7,56,,3,59.7
15,33.02338671,-6.350191992,220.3619687,13.6,,0.6,50,,3,71.4
16,24.27722036,-8.746166353,233.9484797,12.9,,1.1,53,,3,46.7
17,14.00498568,-10.27223467,245.1961538,12.6,,1.3,50,,3,17.8
18,2.812712464,-11.19227322,254.9461216,12.1,,0.8,49,,2,1.1
19,-8.88807028,-11.70078274,263.9784092,9.9,,0.6,59,,3,0
20,-20.78415755,-11.89608727,273.0444234,8.3,,1.4,72,,4,0
21,-32.56845595,-11.7842984,283.0316863,7.8,,0.2,77,,3,0
22,-43.81860988,-11.25015393,295.2620765,7.7,,0.2,78,,4,0
23,-53.76126322,-9.942653333,311.9653917,7.7,,1.1,80,,4,0
0,-60.48225938,-6.720996161,336.5201702,8,,1.4,78,,4,0
1,-62.18019731,-1.697937932,352.5724151,7.1,,0.8,91,,4,0
2,-57.71496646,4.465230846,35.85391151,6.1,,1.5,100,,4,0
3,-49.09595009,8.619016377,56.1887949,6.2,2.7,1.7,100,,4,0
4,-38.44351738,10.6524327,70.47372682,5.8,,2,100,,4,0
5,-26.89420998,11.54930741,81.47781534,5.7,,1.6,100,,4,0
6,-15.02002709,11.87418289,90.92889757,5.9,2.6,2.1,98,,4,0
7,-3.172626448,11.84740064,99.89671599,6,,2.5,100,,4,0
8,8.349003888,11.52163034,109.1804347,6,,2.5,100,,4,1.2
9,19.19700374,10.84799985,119.5360839,5.8,5.7,1.3,100,,4,3.1
10,28.88065997,9.683656233,131.7904592,6.2,,3.1,100,,4,5.9
11,36.66996887,7.789308896,146.7690575,6.3,,3.1,100,,4,13.7
12,41.58170648,4.911737614,164.785579,6.6,8.4,2,100,,4,10.5
13,42.68006782,1.098361333,175.2926808,6.6,,1.8,100,,4,28.3
14,39.70877317,-2.971294648,203.9958116,7,,2.5,100,,4,24.9
15,33.31841524,-6.390357927,220.6221806,7.4,3.2,2.6,98,,4,31.5
16,24.53361694,-8.784798299,234.2363955,7.7,,3.1,95,,4,18.9
17,14.23081986,-10.30279709,245.4940835,8,,3,91,,4,6.3
18,3.017495762,-11.21332409,255.2507294,8.1,,2.5,87,,4,0.2
19,-8.694809968,-11.71230573,264.2937754,8.2,,1.7,85,,4,0
20,-20.59244596,-11.897636,273.3785878,8.1,,1.6,82,,1,0
21,-32.36649911,-11.77405315,283.3944918,8,,1.8,81,,3,0
22,-43.59074894,-11.22424983,295.6595475,7.7,,1.9,78,,1,0
23,-53.48687533,-9.89612639,312.3756203,7,,1.9,78,,1,0
0,-60.14398986,-6.657114527,336.8221059,6.2,,1.6,78,,1,0
1,-61.81037997,-1.666390115,352.582379,5.4,,1.4,81,,1,0
2,-57.3740243,4.436355676,35.58681139,3.9,,0.5,90,,1,0
3,-48.79925572,8.574768576,55.8525686,2.3,,0,97,,1,0
4,-38.1777946,10.62146112,70.1458758,1.6,,1,100,,1,0
5,-26.64446342,11.53333118,81.17228173,1.7,,0.8,100,,2,0
6,-14.77447215,11.86999127,90.64271071,1.6,,0.5,100,,3,0
7,-2.921782455,11.8526897,99.62455155,1.8,,0.6,100,,2,2.7
8,8.613542199,11.53532465,108.9191076,2.5,,0.4,100,,2,22.3
9,19.48316102,10.86961882,119.2877614,5,,0.7,93,,2,62.1
10,29.19521058,9.712049561,131.5679522,8.5,,0.9,74,,1,90.8
11,37.01523308,7.820022493,146.6033819,9.7,,1.2,67,,1,133.3
12,41.94881302,4.933579943,164.7253286,10.7,,2.8,68,,2,126.9
13,43.04529048,1.096477455,175.2131395,10.9,,4.2,67,,3,145.1
14,40.04546423,-2.999826244,204.1952533,10.6,,4.4,62,,2,88.3
15,33.61389749,-6.43156674,220.8888214,10.8,,3.7,66,,2,64.2
16,24.78983318,-8.824064313,234.5298869,10.4,,4.5,71,,1,29.4
17,14.45621368,-10.3336195,245.7967494,8.9,,4.7,78,,1,10.4
18,3.221845407,-11.23436827,255.5594531,7.2,,3.8,82,,3,1.3
19,-8.501781551,-11.72362696,264.6128402,5.7,,2.5,89,,2,0
20,-20.40059779,-11.89881624,273.7161561,5.5,,1.6,90,,1,0
21,-32.16387161,-11.76327383,283.7603932,4.6,,1.7,94,,1,0
22,-43.36152718,-11.19765557,296.0595268,4.2,,0.2,97,,1,0
23,-53.21040311,-9.848875926,312.7871561,3.4,,0.7,99,,2,0
0,-59.80325178,-6.592848673,337.1247618,2.6,,0.7,100,,1,0
1,-61.43750803,-1.634256254,352.5870461,2.4,,0.8,100,,1,0
2,-57.02879415,4.40871388,35.32668354,1.8,,0.9,100,,1,0
3,-48.49770382,8.531090334,55.52059154,1.2,,0.4,100,,3,0
4,-37.90728399,10.59041983,69.82000898,0.7,,0.7,100,,2,0
5,-26.39021083,11.51707316,80.86746127,1,,0,100,,3,0
6,-14.52471969,11.86549114,90.35652756,0.6,,0.6,100,,4,0
7,-2.667016405,11.85770329,99.35195405,0.6,,0.7,100,,2,2.4
8,8.881783002,11.54879941,108.6570508,2.2,,0.5,100,,3,40.9
9,19.77287451,10.89109151,119.0385359,5.6,,1.7,78,,1,85.3
10,29.51325615,9.74038164,131.3446375,6.9,,1.8,72,,1,76.2
11,37.36397138,7.850715223,146.4377042,8.3,,1.7,67,,3,46.2
12,42.3191895,4.955218126,164.6671768,9.2,,2.6,61,,3,107.5
13,43.41305156,1.09386206,175.1286443,9.4,,2.9,56,,3,150.7
14,40.38353377,-3.029517796,204.4012605,9.6,,2.1,56,,3,144
15,33.90972689,-6.473806877,221.1618555,10.6,,1.8,50,,3,115.5
16,25.04578491,-8.863941979,234.8288784,10.9,,1.3,49,,2,50.4
17,14.68110714,-10.36467777,246.104055,10.6,,2.4,55,,2,19.6
18,3.425722649,-11.25538449,255.8721852,8.5,,3,68,,1,1.2
19,-8.309006534,-11.73472918,264.9354866,6.6,,1.2,77,,1,0
20,-20.20862166,-11.89961513,274.0569976,5.7,,1.2,82,,1,0
21,-31.96057485,-11.75195319,284.1292368,4.6,,1.5,90,,1,0
22,-43.13094835,-11.1703735,296.4618243,4.2,,0.9,91,,3,0
23,-52.93187017,-9.80092182,313.1997713,3.7,,0.7,94,,2,0
0,-59.46010996,-6.528239791,337.4279078,3.4,,1.2,96,,1,0
1,-61.06169769,-1.601587727,352.5866911,3.2,,1.4,95,,2,0
2,-56.67942905,4.382268642,35.0734073,3.2,,1.2,95,,3,0
3,-48.19143719,8.487991852,55.19290695,3.5,,0.7,91,,3,0
4,-37.63211118,10.55932601,69.49620961,3.2,,0.8,96,,4,0
5,-26.13156868,11.5005425,80.56343218,3.8,,1.2,92,,4,0
6,-14.27088378,11.86068491,90.07041162,4.1,,0.8,87,,4,0
7,-2.408444045,11.86243973,99.07897053,4.1,,0.9,88,,4,0.7
8,9.153606772,11.56205082,108.3942931,5,,0.8,81,,4,6.1
9,20.06602069,10.91241392,118.7884145,5.4,0,0.1,82,,4,8.7
10,29.83467148,9.768650789,131.1204975,4.8,,1.3,97,,4,10.5
11,37.71606184,7.881390356,146.2719895,3.7,,2.2,100,,4,12.9
12,42.69271978,4.976657944,164.6111069,3,2.4,1.5,100,,4,23.9
13,43.78323411,1.090514323,175.0391725,3.6,,0.9,100,,4,17
14,40.72286329,-3.060370811,204.6138439,4.1,,0.5,100,,4,21.5
15,34.2057976,-6.517065695,221.4412424,4.8,2.6,1.2,100,,4,23.5
16,25.30138958,-8.904408016,235.1332898,5.3,,1.6,100,,4,5.4
17,14.90544218,-10.3959474,246.4159002,5.5,,1.6,99,,4,1.1
18,3.629090731,-11.27635145,256.1888151,5.4,0.2,1.2,100,,4,0
19,-8.116504682,-11.74559541,265.261595,5.4,,1,100,,4,0
20,-20.01652496,-11.90002027,274.4009794,5.5,,1.1,100,,4,0
21,-31.75660968,-11.74008472,284.500867,5.7,0,1.3,100,,4,0
22,-42.89901661,-11.14240693,296.8662491,5.6,,1,100,,4,0
23,-52.65130158,-9.752284971,313.6132403,5.6,,1.2,100,,2,0
0,-59.1146308,-6.463329214,337.7313193,5.2,0,1.1,100,,4,0
1,-60.68306569,-1.568434896,352.5815846,5.4,,0.2,100,,1,0
2,-56.32608332,4.356982373,34.82685363,5.2,,0.1,100,,4,0
3,-47.88060193,8.445481394,54.86954774,5.3,,1.3,100,,4,0
4,-37.35240577,10.52819616,69.17455402,5.1,,0.7,100,,4,0
5,-25.86865738,11.48374839,80.26026823,4.9,,0.1,100,,4,0
6,-14.01308217,11.85557521,89.78442338,5.3,,1.4,100,,4,0
7,-2.146184548,11.86689762,98.80564579,5.4,,1.1,100,,4,1.2
8,9.428890799,11.57507535,108.1308616,5.4,,2.2,100,,4,4.8
9,20.36247307,10.93358227,118.5374024,5.8,,1.4,100,,4,40.7
10,30.15932863,9.796855569,130.8955115,6.9,,0.5,97,,4,116.1
11,38.07138022,7.912051582,146.1061996,7.1,,0.9,92,,3,140.3
12,43.06928605,4.997905832,164.5570985,9.4,,1.9,84,,2,142.9
13,44.15572008,1.086434034,174.9447041,11.4,,1.5,77,,3,144.2
14,41.06333406,-3.09238602,204.8330107,12,,1.8,71,,2,124.2
15,34.50200461,-6.561329452,221.7269371,12.4,,2.9,68,,2,99
16,25.55656631,-8.945438303,235.4430369,11.7,,3,69,,1,62.9
17,15.12916281,-10.4274035,246.7321812,11.1,,2.8,75,,1,21.7
18,3.831914901,-11.29724791,256.5092296,9.3,,2.2,82,,1,1.5
19,-7.924294038,-11.75620894,265.5910437,7.1,,1.8,93,,1,0
20,-19.82431383,-11.90001979,274.7479668,6,,1.6,99,,1,0
21,-31.55197644,-11.72766261,284.8751267,5.4,,1.1,100,,1,0
22,-42.66573664,-11.1137602,297.2726098,4.6,,0.7,100,,1,0
23,-52.36872392,-9.702987281,314.0273394,3.9,,0.2,100,,1,0
0,-58.76688229,-6.398158376,338.0347771,3.4,,0.6,100,,1,0
1,-60.3017294,-1.534847104,352.5719927,3.1,,0.5,100,,1,0
2,-55.96891254,4.332816858,34.58688589,1.5,,0.6,100,,1,0
3,-47.56534719,8.403565352,54.55053685,1.5,,0.8,100,,1,0
4,-37.06830114,10.49704605,68.85511173,1.6,,0,100,,1,0
5,-25.60160115,11.46669999,79.95803882,0.5,,0.8,100,,1,0
6,-13.75143622,11.85016493,89.49862035,1.4,,0.8,100,,3,0
7,-1.880360427,11.87107579,98.53202239,2.6,,1.5,100,,4,1.3
8,9.707509268,11.5878697,107.8667813,2.9,,1.5,100,,4,7.5
9,20.66210223,10.95459297,118.2855028,3.3,,0.6,100,,4,23.2
10,30.487097,9.824994763,130.6696566,4.1,,0.7,100,,4,43.7
11,38.42979999,7.942702992,145.9402925,6.2,,1.5,100,,4,62.8
12,43.44876887,5.018968885,164.5051278,8.6,,1.8,91,,3,66.3
13,44.53039048,1.081621606,174.8452215,9.6,,2,83,,4,32.8
14,41.40482713,-3.125563349,205.0587642,9.7,,2.3,85,,4,26.7
15,34.79824384,-6.606583292,222.0188896,7.9,,3.6,92,,4,8.3
16,25.81123595,-8.987007891,235.7580306,6.4,,2.8,92,,4,6.9
17,15.35221507,-10.45902088,247.0527911,6.2,,2.7,88,,4,1.4
18,4.034162412,-11.31805266,256.8333127,5.9,,2.5,87,,4,0
19,-7.732390962,-11.76655337,265.9237089,5.5,,2.5,91,,3,0
20,-19.63199327,-11.89960231,275.0978232,5.1,,3.8,90,,4,0
21,-31.3466751,-11.71468183,285.2518575,5.1,,2,94,,4,0
22,-42.43111371,-11.08443861,297.6807146,5.2,,2.3,95,,4,0
23,-52.08416534,-9.653051632,314.4418473,4.9,,1.4,99,,4,0
0,-58.4169341,-6.332768766,338.3380675,4.9,0,1,97,,4,0
1,-59.91780676,-1.500872652,352.5581769,4.6,,3.8,89,,4,0
2,-55.60807338,4.30973338,34.3533607,3.6,,2.5,90,,2,0
3,-47.24582506,8.36224832,54.23588771,2.8,0,1.6,94,,3,0
4,-36.77993434,10.46589072,68.53794552,3.1,,2.9,91,,1,0
5,-25.33052788,11.44940646,79.65680897,1.9,,2.8,84,,1,0
6,-13.48607076,11.84445711,89.21305705,1.4,,3.6,81,,1,0
7,-1.611097434,11.87497333,98.25814069,0.8,,3.4,84,,1,5.3
8,9.989333342,11.60043078,107.6020753,1.4,,1.8,81,,1,35.8
9,20.96477597,10.97544262,118.0327169,2.3,,2.6,76,,1,71.5
10,30.81784333,9.853067365,130.4429073,3.3,,3.5,66,,1,115.5
11,38.79119241,7.973349074,145.7742229,4,,3.7,62,,1,140.6
12,43.83104727,5.039854862,164.4551675,4.9,,4.1,57,,1,152.3
13,44.90712536,1.076078091,174.7407104,6,,4.3,62,,1,148.5
14,41.74722345,-3.159901904,205.2911037,5.9,,4.2,65,,1,130.6
15,35.09441222,-6.652811234,222.3170447,5.6,,5.5,65,,1,103.8
16,26.06532119,-9.029091034,236.0781779,6.4,,3.7,64,,1,70.2
17,15.57454712,-10.49077406,247.3776192,5.5,,5,69,,1,24.2
18,4.235802523,-11.3387446,257.1609459,4.5,,3.3,69,,1,1.9
19,-7.540810158,-11.77661268,266.2594643,3.8,,2,72,,3,0
20,-19.43956719,-11.89875703,275.4504102,3,,1.8,77,,3,0
21,-31.1407053,-11.70113811,285.6308994,2.5,,1.1,77,,2,0
22,-42.1951538,-11.0544485,298.0903713,1.9,,0.2,82,,2,0
23,-51.79765566,-9.602501865,314.8565454,1.7,,0.6,85,,2,0
0,-58.06485756,-6.267201893,338.6409823,0.6,,0.2,93,,2,0
1,-59.53141635,-1.466558797,352.540394,0.1,,0.2,96,,2,0
2,-55.2437235,4.287692851,34.1261287,-0.5,,0.4,98,,3,0
3,-46.92219033,8.32153317,53.92560462,0.3,,1.1,95,,3,0
4,-36.48744589,10.43474444,68.22311162,-0.2,,0,99,,3,0
5,-25.05556902,11.43187688,79.35663943,-0.3,,0,99,,3,0
6,-13.21711402,11.838455,88.92778507,-0.1,,0,100,,3,0
7,-1.338524462,11.87858955,97.98403887,-0.6,,0.1,100,,3,3.4
8,10.27423125,11.61275571,107.3367651,1.9,,1.5,88,,3,16.7
9,21.27035928,10.99612803,117.7790443,4.3,,3.4,76,,3,59
10,31.15143185,9.881072565,130.2152356,6.7,,2.7,70,,2,94.7
11,39.15542654,8.003994694,145.6079419,7.8,,3.3,68,,4,92.8
12,44.21599873,5.060572187,164.4071867,8.9,,2.6,67,,4,67.7
13,45.28580392,1.069805191,174.6311589,10,,2.6,67,,4,62.1
14,42.09040397,-3.195399944,205.5300245,10.3,,2.8,67,,4,48.7
15,35.3904078,-6.699996168,222.6213425,10.4,,2.9,67,,4,56
16,26.3187466,-9.071661207,236.403381,9.7,,3.7,66,,4,29.9
17,15.79610927,-10.52263733,247.7065516,8.6,,3.7,69,,3,18.4
18,4.436806486,-11.35930278,257.4920078,6.4,,3.3,75,,3,1.2
19,-7.349564718,-11.7863712,266.5981818,5.1,,3.1,89,,3,0
20,-19.24703844,-11.89747373,275.8055877,4.5,,2.4,89,,3,0
21,-30.93406645,-11.68702801,286.0120912,3.8,,3.1,92,,3,0
22,-41.95786368,-11.02379723,298.5013874,3.2,,2,92,,3,0
23,-51.50922643,-9.551362748,315.2712173,3,,2,93,,4,0
0,-57.71072566,-6.201499232,338.9433187,2.9,,1.7,94,,3,0
1,-59.1426774,-1.43195174,352.5188957,3.2,,1,92,,4,0
2,-54.87602148,4.266655924,33.90503529,3.6,,1,91,,4,0
3,-46.59460035,8.281421126,53.61968323,3.5,,1.6,94,,4,0
4,-36.19097966,10.40362069,67.91065987,3.7,,1.4,93,,4,0
5,-24.77685943,11.41412023,79.05758667,3.3,,2.2,99,,3,0
6,-12.94469742,11.832162,88.64285312,3.2,0.2,2.2,89,,3,0
7,-1.062773438,11.88192399,97.70975303,2.9,,2.8,90,,1,2.8
8,10.5620684,11.62484184,107.0708704,3.3,,2.7,89,,3,15.7
9,21.57871452,11.01664612,117.5244825,4.3,,4,79,,3,68.6
10,31.48772425,9.909009731,129.9866111,4.3,,6,71,,3,109.3
11,39.52236934,8.034645088,145.4413972,4.4,,6.6,61,,1,118.7
12,44.60349929,5.081129955,164.3611504,4.4,,6.8,64,,2,124
13,45.66630457,1.062805272,174.5165583,5,,6.6,59,,3,74.9
14,42.43424971,-3.23205486,205.7755174,4.2,,6.8,59,,3,57.2
15,35.68612986,-6.748119844,222.9317179,3.2,,7.1,62,,3,72.9
16,26.57143872,-9.114691142,236.7335379,3.2,,5.8,65,,3,32.1
17,16.01685396,-10.55458476,248.039471,2.2,,5.4,72,,3,9.4
18,4.637147542,-11.37970641,257.8263749,1.8,0,5,71,,2,0.8
19,-7.158666163,-11.7958137,266.9397312,1.2,,5.7,69,,1,0
20,-19.05440895,-11.89574278,276.1632138,0.7,,5.1,69,,4,0
21,-30.72675783,-11.67234889,286.3952704,0.3,,5.1,72,,2,0
22,-41.71925101,-10.99249318,298.9135704,0,,5.2,75,,1,0
23,-51.21891097,-9.499659952,315.6856493,-0.1,,2.2,76,,1,0
0,-57.35461315,-6.135702188,339.244879,-0.8,,1.1,83,,1,0
1,-58.75170977,-1.397096617,352.4939288,-1.3,,0.6,85,,1,0
2,-54.50512667,4.246583106,33.68992136,-1.2,,1.3,83,,1,0
3,-46.26321481,8.241911853,53.31811099,-1.2,,1.5,81,,1,0
4,-35.89068263,10.37253218,67.60063386,-1.4,,3.3,84,,1,0
5,-24.49453723,11.3961454,78.75970302,-1.6,,2.7,80,,1,0
6,-12.66895557,11.82558166,88.35830707,-2.2,,2.7,83,,1,0
7,-0.783979212,11.88497636,97.43531719,-2.1,,1.5,79,,1,7.7
8,10.85270744,11.63668665,106.8044092,-1.3,,1.9,73,,1,47
9,21.88970145,11.03699401,117.2690277,-0.5,,2.6,70,,1,84.4
10,31.82657984,9.936878395,129.7570012,0.7,,2.7,63,,1,125.1
11,39.89188568,8.065305842,145.2745329,2.3,,2.1,56,,1,145.4
12,44.99342362,5.101537932,164.3170204,3.6,,2.8,52,,1,153.8
13,46.04850499,1.055081376,174.3969029,4.3,,3.7,57,,1,151.4
14,42.77864184,-3.269863155,206.0275693,5,,4.4,54,,1,138.5
15,35.98147897,-6.79716287,223.2481006,5.3,,3.5,56,,1,117.1
16,26.82332612,-9.158152851,237.0685422,4.9,,3.3,56,,1,78.6
17,16.23673583,-10.58659029,248.3762569,4.6,,3.6,57,,1,30.4
18,4.836800902,-11.39993493,258.1639207,3.6,,2.5,61,,1,1.8
19,-6.968124491,-11.80492539,267.2839804,2.3,,2.9,68,,1,0
20,-18.86167972,-11.89355523,276.523145,1.9,,2.6,74,,1,0
21,-30.51877867,-11.65709895,286.7802735,1.2,,1.6,79,,1,0
22,-41.47932443,-10.96054576,299.326728,0.4,,1,82,,1,0
23,-50.92674444,-9.447420012,316.0996307,-0.1,,0.9,85,,1,0
0,-56.99659648,-6.069852046,339.5454713,-0.8,,1,89,,1,0
1,-58.35863398,-1.362037499,352.4657345,-1.1,,1.5,92,,1,0
2,-54.13119913,4.227434851,33.48062395,-1.9,,0.9,95,,1,0
3,-45.9281956,8.203003533,53.02086757,-1.5,,0.9,94,,1,0
4,-35.58670479,10.34149081,67.29307116,-2.2,,1.1,98,,1,0
5,-24.20874366,11.37796113,78.46303675,-2.3,,1,99,,1,0
6,-12.39002603,11.81871762,88.07419,-2.9,,0,100,,1,0
7,-0.502279441,11.88774659,97.16076339,-2.8,,0.7,100,,1,9.4
8,11.14600842,11.64828786,106.537398,-1.3,,0.9,93,,1,47.7
9,22.20317733,11.05716892,117.0126742,0.9,,1.7,82,,1,91.6
10,32.16785556,9.96467823,129.5263709,2.7,,2.3,72,,1,118
11,40.26383844,8.095982879,145.1072895,4.8,,1.6,52,,1,134.4
12,45.385645,5.121806555,164.2747543,6,,1.2,43,,3,131.5
13,46.43228224,1.046637236,174.27219,6.6,,1.5,43,,3,126.6
14,43.12346181,-3.308820422,206.2861625,8.7,,2.1,39,,3,121
15,36.2763571,-6.847104713,223.5704151,9.9,,1,35,,2,95.3
16,27.07433943,-9.202017665,237.4082832,10.2,,1.7,45,,1,63.9
17,16.45571172,-10.61862771,248.7167855,8.8,,2.7,52,,1,22.6
18,5.035743725,-11.419968,258.5045169,7.4,,2.2,52,,1,1.4
19,-6.777948231,-11.81369196,267.6307952,5.4,,1.6,54,,1,0
20,-18.66885098,-11.89090274,276.8852364,4.5,,1,58,,3,0
21,-30.31012822,-11.64127724,287.1669356,3.6,,1.2,66,,3,0
22,-41.23809362,-10.9279654,299.7406678,3,,1.1,76,,3,0
23,-50.63276392,-9.394670297,316.5129535,2,,0.8,79,,3,0
0,-56.63675384,-6.003989924,339.8449085,1.4,,1.8,85,,3,0
1,-57.96357122,-1.32681738,352.4345491,1.8,,1.1,83,,3,0
2,-53.75439956,4.209171665,33.27697688,0.7,,0.1,86,,2,0
3,-45.5897066,8.164692952,52.72792537,0.2,,1.1,92,,1,0
4,-35.27919892,10.31050768,66.98800348,-0.3,,0,96,,2,0
