hour,altitude,altitude_change,azimuth,temperature,rainfall,windvelocity,humidity,snowfall,sky,output
2,-25.84405629,3.040067203,22.29424017,17.4,,0.7,82,,1,0
3,-20.04039997,5.803656323,35.86166799,16.1,,0.4,91,,1,0
4,-12.10314065,7.937259318,47.57831745,15.9,,0,93,,1,0
5,-2.634025858,9.469114791,57.66414338,15.4,,0.1,96,,1,0.8
6,7.89211116,10.52613702,66.55581245,16.3,,0.4,95,,1,8.7
7,19.1251023,11.23299114,74.75355521,18.8,,1.2,78,,1,34.4
8,30.80011747,11.67501517,82.82063302,21.6,,1.5,62,,1,69.5
9,42.68591759,11.88580012,91.52939918,22.6,,1.4,58,,1,95
10,54.50112207,11.81520448,102.3092765,24.2,,1.7,53,,1,88.9
11,65.6731022,11.17198013,118.740734,23.6,,1.5,54,,3,78.6
12,74.28317876,8.610076554,151.2158592,24.9,,1.1,52,,3,104.2
13,74.75945709,0.476278331,155.4511414,26.1,,2,45,,3,137.9
14,66.59416861,-8.165288478,239.2581786,28.2,,2.2,43,,3,86.5
15,55.53515841,-11.0590102,256.5410192,26,,3.7,53,,3,90.4
16,43.74603854,-11.78911987,267.6249715,26.6,,4.1,48,,2,77.5
17,31.85336699,-11.89267155,276.4442686,26.2,,2.9,48,,3,40.4
18,20.15022624,-11.70314075,284.5320265,23.6,,3.8,55,,3,17.6
19,8.868029131,-11.28219711,292.6937413,21.9,,3.1,61,,3,4.4
20,-1.733672475,-10.60170161,301.5027928,21,,1.5,66,,3,0
21,-11.31413562,-9.580463144,311.4630682,19.9,,0.9,71,,3,0
22,-19.41061904,-8.096483425,323.0206009,19.3,,0.7,76,,3,0
23,-25.43069652,-6.02007748,336.4252395,18.6,,0.5,81,,2,0
0,-28.69997893,-3.269282404,351.3940136,17.8,,0.3,83,,3,0
1,-28.85665872,-0.156679792,352.8949108,17.5,,1.2,86,,3,0
2,-25.82911669,3.02754203,22.23032212,17.9,,1.4,85,,3,0
3,-20.03701693,5.792099755,35.79850343,17.5,,0.3,90,,3,0
4,-12.10933135,7.927685586,47.51785914,17.4,0.1,0.8,92,,4,0
5,-2.647658741,9.461672607,57.60622944,17.4,0.1,1.7,94,,4,0.3
6,7.872927546,10.52058629,66.49901974,17.5,,1.4,90,,4,10.6
7,19.1019902,11.22906265,74.69560089,18.3,,1.1,85,,2,35.1
8,30.77458763,11.67259743,82.75815307,19.6,,2.2,77,,2,68.9
9,42.65969742,11.88510979,91.45684972,21.3,,2.3,69,,2,82.7
10,54.47692182,11.8172244,102.2158162,22.1,,2.7,66,,1,108
11,65.65702599,11.18010418,118.6018701,23.3,,2.6,62,,2,117.7
12,74.29245738,8.635431387,150.9990673,23.9,,1.2,60,,2,137.1
13,74.80796687,0.51550949,155.5819969,24.3,,1.7,53,,2,135.8
14,66.65298626,-8.154980612,239.2366088,26.1,,2.5,54,,2,119.3
15,55.59458675,-11.0583995,256.5428152,25.7,,2.9,55,,3,105.7
16,43.80536427,-11.78922248,267.6300066,24.7,,3.3,58,,3,74.2
17,31.91272405,-11.89264022,276.4478982,24.3,,3.5,62,,2,45.2
18,20.20966036,-11.70306369,284.5326515,23.2,,2.5,64,,1,15.1
19,8.92736447,-11.28229589,292.6902237,21.9,,1.5,66,,2,4.4
20,-1.67493116,-10.60229563,301.4937214,20.8,,1.4,69,,3,0
21,-11.25696888,-9.58203772,311.446477,20.3,,1.4,64,,2,0
22,-19.35672384,-8.099754965,322.9940338,19.5,,1.6,82,,2,0
23,-25.38264099,-6.025917143,336.3865169,19.2,,1.1,86,,3,0
0,-28.66769197,-3.285050983,351.3415885,18.9,,1.3,85,,2,0
1,-28.83607464,-0.168382673,352.9546054,18.4,,0.2,89,,2,0
2,-25.82078889,3.015285751,22.16858354,19.3,,0.5,85,,4,0
3,-20.03974073,5.781048166,35.73875958,18.7,0.2,0.1,94,,3,0
4,-12.12104199,7.918698733,47.46164776,18.5,,0.1,91,,3,0
5,-2.666249489,9.454792505,57.5531435,18.8,,1,90,,4,0
6,7.849268769,10.51551826,66.44756622,19.2,,1.2,86,,4,2.7
7,19.0747787,11.22550993,74.64357513,19.5,,0.4,80,,4,13.6
8,30.74520157,11.67042287,82.70241452,20.5,,1.1,81,,4,40.8
9,42.62968243,11.88448086,91.3922663,19.8,,2,75,,4,52.5
10,54.44868876,11.81900634,102.1322252,21.3,,2.6,73,,4,60.6
11,65.63608874,11.18739997,118.4754116,22,,3.3,63,,4,76.4
12,74.29511877,8.659030034,150.791719,23.8,,2.6,65,,4,81.8
13,74.85005801,0.554939242,155.7242558,23.5,,2.6,67,,4,68.4
14,66.70742207,-8.142635942,239.2013859,24,,2.9,74,,4,20
15,55.65055871,-11.05686337,256.5339925,23.9,,2.8,71,,4,29.4
16,43.86150162,-11.78905709,267.6265341,24.5,,1.9,69,,4,42.3
17,31.96883557,-11.89266606,276.4443287,24.1,,2.2,70,,4,24
18,20.26559509,-11.70324048,284.5269136,23.9,,3,68,,4,4.8
19,8.982800689,-11.2827944,292.6809178,23,,3,72,,4,0.2
20,-1.620611518,-10.60341221,301.4793261,20.2,1.4,1.9,96,,4,0
21,-11.20484747,-9.58423595,311.4250662,20.2,0.4,0.9,96,,4,0
22,-19.30855244,-8.103704971,322.9633704,19.7,0.1,0.5,96,,4,0
23,-25.34094322,-6.032390783,336.3448299,19.6,,1,93,,4,0
0,-28.6422116,-3.301268378,351.2878808,19.3,0.1,0.2,99,,4,0
1,-28.82237119,-0.18015959,353.0137274,18.9,0.2,0.8,99,,4,0
2,-25.81905782,3.003313369,22.10909605,19.3,0.1,1.3,97,,3,0
3,-20.04854273,5.770515086,35.68250338,19.5,,0.9,94,,4,0
4,-12.13823236,7.910310378,47.40974505,19.5,,1.7,93,,4,0
5,-2.689748234,9.448484123,57.50494246,19.4,,1.6,95,,4,0
6,7.821192609,10.51094084,66.4015052,19.3,0.1,1.2,96,,4,1.1
7,19.04353218,11.22233957,74.59752957,19.5,0.1,1,95,,4,6.1
8,30.71202941,11.66849724,82.65347047,20.2,0,1.4,92,,4,35.5
9,42.5959481,11.88391869,91.33570945,21.1,,0.9,87,,4,30
10,54.41650367,11.82055557,102.0585877,21.3,,1.3,85,,4,50.6
11,65.61037425,11.19387057,118.3615313,22,,1,78,,4,60.2
12,74.29121578,8.680841533,150.5943369,24.1,,1.4,73,,4,75.8
13,74.88567613,0.594460348,155.8775723,25.4,,2,69,,4,64.3
14,66.75740556,-8.12827057,239.1525532,26,,1.7,65,,3,60.7
15,55.70300407,-11.05440149,256.5145695,26.3,,1.4,61,,3,30.9
16,43.91438044,-11.78862363,267.6145746,26.3,,1.7,62,,3,43.7
17,32.02163184,-11.8927486,276.4335856,26.4,,2.7,61,,3,48
18,20.31796213,-11.70366971,284.5148441,24.3,,3.3,68,,1,22.2
19,9.034272261,-11.28368986,292.6658614,22.8,,2.6,74,,2,3.7
20,-1.570774473,-10.60504673,301.459653,21,,2.2,82,,2,0
21,-11.15782526,-9.587050783,311.3988911,20.6,,1.6,87,,3,0
22,-19.26614867,-8.108323412,322.928676,20,,2,90,,3,0
23,-25.30563402,-6.039485352,336.3002509,20.2,,2.1,89,,3,0
0,-28.62355167,-3.317917645,351.2329665,19.9,,0.8,91,,3,0
1,-28.81554646,-0.191994795,353.0722019,19.8,,1.7,93,,3,0
2,-25.82390649,2.991639969,22.05193168,19.8,,1.6,97,,3,0
3,-20.06339242,5.760514071,35.62980189,20,,0.6,96,,4,0
4,-12.16086039,7.902532031,47.36221226,19.9,,0.7,97,,4,0
5,-2.718103535,9.442756854,57.46168213,19.6,,1.2,98,,4,0.8
6,7.788758064,10.5068616,66.36088821,19.8,,1.3,97,,3,8
7,19.00831579,11.21955773,74.55751338,20.9,,1,93,,4,17.3
8,30.67514153,11.66682574,82.61137046,21.6,,1.5,88,,4,13.7
9,42.55856958,11.88342805,91.28723436,23.7,,1.5,75,,3,45.3
10,54.38044635,11.82187677,101.9949789,24,,2.3,74,,3,61.1
11,65.5799652,11.19951885,118.2603834,24.4,,1.8,68,,4,80.8
12,74.2808032,8.700837999,150.4074152,26.4,,1.9,60,,3,88.2
13,74.91476784,0.633964634,156.0415638,26.5,,2.4,55,,3,112.4
14,66.80286392,-8.111903919,239.0901737,27.7,,2.1,54,,3,109.1
15,55.75185074,-11.05101317,256.4845741,26.5,,3.3,58,,3,92.6
16,43.96392941,-11.78792133,267.5941543,26.9,,2.7,57,,3,59.3
17,32.07104272,-11.8928867,276.4156981,24.6,,4.1,64,,4,29.5
18,20.36669333,-11.70434939,284.496477,23.4,,3.3,66,,4,14.4
19,9.081714326,-11.284979,292.6450947,22.9,,2.9,69,,4,2
20,-1.525479823,-10.60719415,301.43475,21.9,,3.1,78,,4,0
21,-11.11595463,-9.590474807,311.3680083,21.2,,2.5,83,,4,0
22,-19.22955466,-8.113600028,322.8900157,20.9,,2.6,85,,4,0
23,-25.27674238,-6.047187723,336.2528522,20.4,,2.1,89,,4,0
0,-28.61172422,-3.334981842,351.1769212,19.8,,1.2,91,,2,0
1,-28.81559674,-0.203872515,353.1299531,19.7,,0.9,91,,2,0
2,-25.83531603,2.98028071,21.99716277,19.1,,0.5,94,,2,0
3,-20.08425733,5.751058696,35.58072218,19.8,,1.4,92,,3,0
4,-12.18888224,7.895375086,47.31911016,19.8,,0.9,90,,3,0
5,-2.751262416,9.437619828,57.42341716,18.9,,0.6,94,,2,1.3
6,7.75202529,10.50328771,66.325765,19.2,,0.4,97,,4,6.1
7,18.96919539,11.2171701,74.52357313,20.3,,1.5,92,,4,30.3
8,30.63460848,11.66541309,82.57616044,20.7,,1.4,88,,3,20.2
9,42.51762157,11.88301309,91.2468909,22.5,,1.5,77,,4,31
10,54.34059552,11.82297394,101.941465,22.5,,2.2,77,,4,23.6
11,65.54494295,11.20434744,118.1721032,23.9,,2.9,72,,4,57
12,74.2639375,8.718994549,150.2314174,25.1,,2,67,,3,53.9
13,74.937281,0.673343496,156.2158121,25.1,,2.3,65,,4,60
14,66.84372216,-8.093558834,239.0143306,25,,3.3,70,,4,56.4
15,55.79702479,-11.04669737,256.4440431,26.4,,2.3,65,,3,76.7
16,44.01007615,-11.78694864,267.5653046,26.4,,3.5,65,,3,60.1
17,32.11699765,-11.89307851,276.3906992,25.4,,3.8,69,,2,39.3
18,20.41172075,-11.7052769,284.471849,24.3,,2.6,73,,2,17.3
19,9.125062743,-11.286658,292.61866,23,,3.2,78,,2,4
20,-1.484786202,-10.60984894,301.4046661,21.8,,2.4,84,,3,0
21,-11.07928646,-9.594500261,311.3324751,21.5,,1,85,,2,0
22,-19.19881081,-8.119524342,322.8474553,20.8,,0.8,89,,2,0
23,-25.2542955,-6.055484698,336.2027063,21.9,,1.2,74,,3,0
0,-28.60673954,-3.352444032,351.1198207,21.1,,2.8,77,,2,0
1,-28.82251649,-0.215776953,353.1869054,21,,2.4,76,,3,0
2,-25.85326567,2.969250823,21.94486205,20.2,,1.5,74,,2,0
3,-20.11110312,5.742162547,35.53533138,19.3,,1.3,73,,1,0
4,-12.22225231,7.888850805,47.28049899,19.2,,3,70,,1,0
5,-2.789170409,9.433081904,57.39020108,18.6,,0.8,72,,1,1.2
6,7.711055557,10.50022597,66.29618349,18.8,,1.4,70,,1,10
7,18.92623748,11.21518192,74.49575286,20.5,,1.7,63,,2,34.9
8,30.5905009,11.66426342,82.54788283,22.4,,2.7,54,,1,70
9,42.47317825,11.88267735,91.2147237,24,,2.2,50,,2,102.4
10,54.29702868,11.82385043,101.8981031,25.3,,1.8,47,,1,121.8
11,65.50538734,11.20835865,118.0968074,26.8,,1.7,44,,1,129.9
12,74.24067656,8.735289223,150.0667751,27.5,,1.5,42,,1,133.8
13,74.95316497,0.712488412,156.3998651,27.7,,2.3,40,,2,128.4
14,66.8799033,-8.073261676,238.9251273,29.4,,1.7,43,,2,114.3
15,55.83845055,-11.04145274,256.393023,28,,2.3,39,,3,105.8
16,44.05274727,-11.78570329,267.5280627,28.7,,2.1,40,,3,80.4
17,32.15942573,-11.89332153,276.3586256,29.4,,1.8,42,,2,40.3
18,20.45297668,-11.70644906,284.4409997,28.4,,2.6,47,,2,16.8
19,9.16425413,-11.28872255,292.5866016,26.8,,2.6,51,,1,4.1
20,-1.448751046,-10.61300518,301.3694521,25.4,,2.1,58,,2,0
21,-11.04787009,-9.599119048,311.2923497,24.1,,1,62,,1,0
22,-19.17395577,-8.126085677,322.8010608,25,,3.4,45,,1,0
23,-25.23831879,-6.064363017,336.1498856,24,,1.8,46,,1,0
0,-28.60860608,-3.370287291,351.0617408,23.7,,2.9,45,,1,0
1,-28.83629837,-0.227692288,353.2429827,23,,2.3,49,,3,0
2,-25.87773276,2.958565605,21.89510254,22.2,,2.7,50,,2,0
3,-20.14389355,5.733839213,35.49369657,21.8,,3,50,,2,0
4,-12.26092324,7.882970309,47.24643839,19.6,,0.9,58,,1,0
5,-2.831771586,9.429151654,57.36208618,17.8,,0.5,69,,1,1.1
6,7.665911196,10.49768278,66.27218978,18.2,,0.9,70,,1,10.8
7,18.87950914,11.21359795,74.47409407,22.4,,1.6,52,,2,37.1
8,30.54288948,11.66338034,82.52657648,22.9,,1.9,47,,1,72.1
9,42.42531318,11.8824237,91.19077222,24.4,,2.3,45,,1,101.7
10,54.24982206,11.82450888,101.8649419,25.5,,1.9,43,,1,122.4
11,65.4613765,11.21155444,118.0345943,26.7,,2.3,43,,1,125.8
12,74.21107939,8.749702888,149.9138861,27,,1.9,43,,1,145.3
13,74.96237084,0.751291451,156.5932381,28.1,,2.1,39,,2,110
14,66.91132844,-8.051042395,238.8226882,29.7,,2.4,35,,3,103.7
15,55.87605075,-11.0352777,256.3315697,30.2,,3.9,38,,3,32.7
16,44.09186845,-11.7841823,267.4824712,29,,3.9,40,,2,33.6
17,32.19825583,-11.89361262,276.3195179,28.2,,3.6,44,,2,38.7
18,20.49039373,-11.7078621,284.4039715,27.4,,3,46,,2,21.9
19,9.199225919,-11.29116781,292.5489659,26.4,0,2.6,52,,3,8.5
20,-1.417430554,-10.61665647,301.32916,23.6,0,2.4,63,,2,0
21,-11.0217533,-9.604322744,311.2476911,23.3,,2.5,52,,1,0
22,-19.15502646,-8.133273159,322.7508984,22.6,,1.6,52,,2,0
23,-25.22883582,-6.073809365,336.0944623,22.1,,1.4,54,,1,0
0,-28.61733053,-3.388494709,351.0027572,21.1,,0.8,58,,2,0
1,-28.85693321,-0.239602681,353.2981088,21,,1.1,61,,3,0
2,-25.9086928,2.948240413,21.84795754,20.5,,0.7,71,,3,0
3,-20.18259052,5.726102277,35.45588484,20.4,,0.5,72,,3,0
4,-12.30484595,7.877744569,47.21698743,20.4,,1.5,72,,3,0
5,-2.879008596,9.425837356,57.33912355,20.1,,0.4,74,,2,1.3
6,7.616655552,10.49566415,66.25382808,20.2,,1.5,75,,1,8.3
7,18.82907798,11.21242243,74.45863564,22.7,,2,63,,1,31.7
8,30.49184485,11.66276687,82.51227675,24,,2.1,58,,1,67.4
9,42.37409925,11.88225439,91.17507074,24.7,,2.4,56,,1,97.3
10,54.19905044,11.82495119,101.8420213,25.5,,1.8,55,,1,119
11,65.41298674,11.2139363,117.9855441,26.8,,2.7,52,,1,131.7
12,74.17520588,8.762219137,149.7731134,28.7,,1.4,43,,1,133.6
13,74.96485165,0.789645778,156.7954159,29.7,,1.6,42,,1,134.5
14,66.93791706,-8.026934597,238.7071587,30.2,,3.2,40,,1,122.8
15,55.90974656,-11.02817049,256.259749,29.3,,4.3,42,,1,107.9
16,44.12736454,-11.78238203,267.4285785,29.1,,3.5,46,,1,82
17,32.23341658,-11.89394796,276.2734207,27.6,,3,47,,1,46.1
18,20.52390488,-11.7095117,284.3608097,26.6,,2.7,44,,1,15.8
19,9.229916404,-11.29398847,292.5058014,24.8,,2.3,49,,1,3.5
20,-1.39087965,-10.62079605,301.2838434,23.7,,2.2,60,,1,0
21,-11.00098226,-9.610102613,311.1985592,22.6,,2.5,61,,1,0
22,-19.142058,-8.141075736,322.6970347,22,,1.6,63,,1,0
23,-25.22586838,-6.083810383,336.0365088,21.1,,1.2,68,,1,0
0,-28.63291778,-3.407049393,350.9429455,20.8,,0.8,75,,1,0
1,-28.88441005,-0.251492276,353.3522072,19.7,,1.2,84,,1,0
2,-25.94611939,2.938290666,21.80350066,19.4,,1.3,85,,1,0
3,-20.22715407,5.718965312,35.4219632,19.1,,0.9,85,,1,0
4,-12.35396968,7.87318439,47.19220453,17.5,,0.5,92,,1,0
5,-2.930822707,9.423146976,57.32136302,17.4,,0,95,,1,1.2
6,7.563352939,10.49417565,66.24114076,18,,0.4,95,,1,9
7,18.77501208,11.21165914,74.44941392,21.6,,0.4,76,,1,34.7
8,30.43743754,11.66242546,82.50501545,22.6,,0.8,66,,1,70.1
9,42.31960855,11.88217101,91.1676485,24.7,,0.8,53,,1,99.2
10,54.14478709,11.82517854,101.8293728,27.2,,1.2,51,,1,119.8
11,65.36029236,11.21550527,117.9497191,28.4,,1.6,45,,1,131
12,74.13311654,8.772824185,149.6447843,29.4,,1.2,40,,1,135.8
13,74.9605627,0.827446152,157.005855,30.8,,1.5,37,,1,132.3
14,66.9595871,-8.000975591,238.5787052,32.2,,2.6,35,,1,120.5
15,55.93945782,-11.02012929,256.1776366,32.1,,2.9,34,,1,99
16,44.15915965,-11.78029817,267.3664388,30.4,,4.2,45,,1,71
17,32.26483653,-11.89432312,276.2203821,30.3,,3,42,,1,40.7
18,20.55344354,-11.71139299,284.3115621,29.3,,2.8,43,,1,14.3
19,9.256264792,-11.29717875,292.4571584,27.3,,2.9,47,,1,2.6
20,-1.36915194,-10.62541673,301.2335572,25.4,,2.6,55,,1,0
21,-10.98560156,-9.616449619,311.1450147,24.4,,1.6,54,,2,0
22,-19.13508374,-8.149482185,322.6395365,23.6,,0.8,56,,2,0
23,-25.22943642,-6.094352676,335.976097,23.3,,1.1,57,,2,0
0,-28.6553709,-3.425934477,350.8823813,22.8,,1.3,65,,3,0
1,-28.9187161,-0.263345205,353.4052012,21.6,,0.9,71,,3,0
2,-25.98998427,2.928731833,21.76180575,21,,0.7,78,,3,0
3,-20.2775424,5.712441865,35.39199854,19.9,,0.6,82,,3,0
4,-12.408242,7.869300407,47.17214742,20,,1,76,,3,0
5,-2.987153836,9.421088161,57.30885309,19.5,,0.1,77,,3,1.5
6,7.506068587,10.49322242,66.23416822,20.8,,1,73,,3,10.5
7,18.71737991,11.21131132,74.44646264,21.7,,0.4,73,,4,28.8
8,30.37973789,11.66235799,82.50482096,24.7,,1.3,62,,4,38.7
9,42.26191234,11.88217445,91.16852975,25.7,,1.9,61,,4,42.8
10,54.08710369,11.82519135,101.8270196,26,,1.4,62,,4,36.3
11,65.30336554,11.21626185,117.9271643,26,,1.4,65,,4,31.5
12,74.08487229,8.781506751,149.5291897,26.6,0,1.9,62,,4,37
13,74.9494617,0.864589408,157.2239864,27,0,3,61,,4,64.4
14,66.97625528,-7.973206415,238.4375156,27.5,0,3.4,47,,4,58.8
15,55.96510305,-11.01115224,256.0853182,27.1,,2,55,,4,41.5
16,44.18717725,-11.7779258,267.2961121,27,,2,56,,4,40.6
17,32.29244416,-11.89473309,276.1604545,27.3,,1,57,,4,27.7
18,20.57894363,-11.71350053,284.2562795,27.2,,2.5,52,,4,9.8
19,9.278211257,-11.30073237,292.4030895,26.1,,4.9,54,,4,5.4
20,-1.352299679,-10.63051094,301.1783576,25.3,,4.8,59,,4,0
21,-10.97565412,-9.623354436,311.0871187,24.9,,3.1,64,,4,0
22,-19.13413524,-8.158481126,322.5784706,24.8,0,2.1,66,,4,0
23,-25.23955806,-6.105422819,335.913299,23.7,0,3.9,76,,4,0
0,-28.68469118,-3.445133119,350.8211401,22,0.2,2.9,89,,4,0
1,-28.95983677,-0.275145587,353.4570139,21.3,0.1,0.8,95,,4,0
2,-26.04025733,2.919579434,21.72294691,21.7,,2,92,,3,0
3,-20.33371187,5.706545457,35.36605765,21.9,,1.5,91,,4,0
4,-12.46760881,7.866103064,47.15687315,22.1,,0.6,90,,4,0
5,-3.047940585,9.419668226,57.30164099,22.3,,0.6,90,,4,0
6,7.444868605,10.49280919,66.23294899,22.4,,1.3,90,,4,4.6
7,18.65625032,11.21138171,74.44981299,22.5,,1.3,89,,4,11.5
8,30.31881604,11.66256572,82.51171816,23.3,0,0.4,89,,4,17.9
9,42.20108097,11.88226494,91.17773381,24.6,,0.6,80,,4,52.9
10,54.02607023,11.82498926,101.8349769,25.8,,1.2,77,,4,81.7
11,65.24227621,11.21620598,117.9179075,27.1,,1.4,72,,4,44.1
12,74.03053416,8.788257947,149.4265834,27.5,,1.3,67,,4,72.8
13,74.93150908,0.900974921,157.4492179,28.9,,2,63,,3,113.4
14,66.98783724,-7.943671841,238.2837989,29,,1.1,63,,3,52.1
15,55.98659967,-11.00123757,255.9828896,29.3,,2.1,66,,3,78.7
16,44.21134024,-11.77525943,267.2176639,28.4,,2.5,71,,4,51.9
17,32.31616802,-11.89517222,276.0936937,28.2,,3,69,,3,28.6
18,20.60033961,-11.71582841,284.1950153,27.4,,2.4,71,,4,13.4
19,9.295696993,-11.30464262,292.3436491,26.6,,1.8,72,,4,3.4
20,-1.340373723,-10.63607072,301.1183021,24.3,,2.3,82,,4,0
21,-10.97118119,-9.630807464,311.0249335,23.7,,1.5,83,,3,0
22,-19.13924222,-8.168061029,322.5139041,23.3,,1.4,81,,3,0
23,-25.25624959,-6.11700737,335.8481867,22.8,,1,83,,3,0
0,-28.7208781,-3.46462851,350.7592973,23.2,,1.4,78,,4,0
1,-29.00775563,-0.286877534,353.5075683,23.2,0,1.1,82,,4,0
2,-26.0969066,2.910849032,21.68699843,22.9,0.1,0.6,85,,4,0
3,-20.39561703,5.701289569,35.34420717,23,0.1,0.6,86,,4,0
4,-12.53201442,7.863602613,47.146438,22.3,0,0.1,94,,3,0
5,-3.113120279,9.418894138,57.29977254,22.3,,1,93,,4,1.5
6,7.379819927,10.49294021,66.23751963,22.6,,0.9,90,,4,10.5
7,18.59169245,11.21187253,74.45949354,22.7,,1.4,90,,4,9.8
8,30.25474179,11.66304934,82.52572854,22.9,,1.3,89,,4,13.9
9,42.13718382,11.88244203,91.19527516,23.5,,1.1,86,,4,26.4
10,53.96175496,11.82457114,101.8532519,22.9,0.1,1.7,91,,4,17
11,65.17709196,11.215337,117.9219598,22.9,0.1,1,92,,4,15.8
12,73.97016312,8.793071161,149.3371825,24.5,0.3,0.8,86,,4,35.3
13,74.90666817,0.936505046,157.6809372,26.6,,1.1,74,,3,86.6
14,66.9942478,-7.912420365,238.1177854,27.5,,1.2,68,,3,96.9
15,56.00386412,-10.99038368,255.8704569,29.1,,1.8,64,,3,87.4
16,44.23157112,-11.772293,267.1311662,28.5,,3.2,64,,3,37.6
17,32.33593678,-11.89563434,276.0201598,27,,2.9,68,,4,16.4
18,20.61756662,-11.71837016,284.1278259,25.2,,3,73,,4,6
19,9.30866427,-11.30890235,292.2788935,24.1,,2.7,76,,4,1.5
20,-1.33342349,-10.64208776,301.0534496,23.4,,2.6,71,,4,0
21,-10.97222233,-9.638798841,310.9585214,23,,1.4,74,,4,0
22,-19.15043256,-8.178210234,322.4459041,22.6,,1.2,67,,4,0
23,-25.27952544,-6.129092876,335.7808316,22.3,0,1.7,73,,4,0
0,-28.76392932,-3.484403879,350.6969282,21.1,0,0.6,81,,4,0
1,-29.06245447,-0.298525155,353.5567871,20.8,0.2,0.8,88,,4,0
2,-26.15989824,2.902556234,21.65403482,20.4,0.5,0.3,94,,4,0
3,-20.4632106,5.696687636,35.32651353,20.6,0.3,0.2,99,,4,0
4,-12.60140151,7.861809094,47.14089749,20.5,0.8,0.3,97,,4,0
5,-3.182628997,9.418772513,57.30329223,20.5,0.8,0.1,100,,4,0
6,7.310990275,10.49361927,66.24791472,20.5,0.2,1.9,99,,4,0.7
7,18.52377571,11.21278543,74.4755303,20.7,0.1,0.1,99,,4,6.1
8,30.18758464,11.66380893,82.54687018,20.9,0.1,2.2,98,,4,11.2
9,42.07028921,11.88270458,91.22116351,21.5,0,1.7,91,,4,13.2
10,53.8942243,11.82393509,101.8818441,22.8,,1.7,86,,4,32.7
11,65.10787794,11.21365364,117.9393162,24.2,,2.1,76,,4,95.2
12,73.90381988,8.795941945,149.261167,25.4,,2.8,70,,4,70
13,74.87490542,0.971085538,157.918515,24.8,0,1.6,70,,4,31.8
14,66.99540126,-7.879504162,237.9397264,24.4,0.1,2.7,77,,4,46
15,56.01681202,-10.97858924,255.7481363,24.4,0.5,2.4,80,,4,49.4
16,44.24779204,-11.76901998,267.0366963,24.8,0.3,2.5,76,,4,63.7
17,32.35167933,-11.89611271,275.9399166,25.2,,2.3,76,,4,41
18,20.63056047,-11.72111886,284.0547701,25.7,,2.7,73,,3,21.1
19,9.317056493,-11.31350398,292.208881,25.2,,1.3,74,,2,3.4
20,-1.331496912,-10.6485534,300.9838599,23.7,,0.6,80,,2,0
21,-10.97881537,-9.647318455,310.887946,22.8,,0.3,83,,1,0
22,-19.16773232,-8.188916953,322.3745381,22.4,,0.7,87,,2,0
23,-25.3093982,-6.141665881,335.7113053,22.2,,1.3,88,,2,0
0,-28.81384069,-3.504442492,350.6341081,21.9,,1.5,90,,2,0
1,-29.12391325,-0.310072556,353.604593,21.5,,1.4,93,,2,0
2,-26.22919657,2.894716678,21.62413077,21.7,,2.1,90,,3,0
3,-20.53644353,5.692753035,35.31304297,21.4,,1.4,94,,2,0
4,-12.67571121,7.860732328,47.14030632,20.7,,0.4,97,,3,0
5,-3.25640161,9.419309596,57.3122431,20.4,,0.3,99,,3,0.7
6,7.23844811,10.49484972,66.2641669,20.4,,1.3,100,,3,12.2
7,18.45256968,11.21412157,74.4979467,21,,1.4,95,,3,23.6
8,30.11741363,11.66484396,82.57515779,22.1,,1.5,88,,3,52.6
9,42.00046438,11.88305075,91.2554039,22.6,,1.4,79,,4,58.1
10,53.82354278,11.8230784,101.9207456,23.9,,2.2,73,,4,61.5
11,65.03469677,11.21115399,117.9699559,25.4,,1,67,,4,87.5
12,73.83156467,8.796867901,149.1986804,26.3,,2.4,64,,4,115.7
13,74.8361906,1.004625936,158.1613083,27.9,,2.7,65,,4,74.3
14,66.99121158,-7.844979025,237.7498942,25.9,,2.8,70,,4,40
15,56.02535832,-10.96585326,255.6160546,26.3,,2.5,74,,4,24.8
16,44.25992493,-11.76543338,266.9343378,26,,2.5,76,,4,25.7
17,32.36332486,-11.89660007,275.8530318,25.9,,2.8,76,,4,7.9
18,20.63925777,-11.72406709,283.9759096,25,,2.7,81,,4,2
19,9.320818259,-11.31843951,292.1336718,24.4,0,2.4,84,,4,0.4
20,-1.334640399,-10.65545866,300.9095944,23.9,0,2.1,88,,4,0
21,-10.99099636,-9.656355958,310.813271,23.5,0,1.7,91,,4,0
22,-19.19116564,-8.200169287,322.2998733,22.9,,2.3,93,,3,0
23,-25.34587858,-6.154712938,335.6396789,22.4,,1.7,94,,2,0
0,-28.87060624,-3.524727662,350.5709118,22.1,,1.6,94,,3,0
1,-29.19211009,-0.321503843,353.6509083,21.8,,1.4,94,,3,0
2,-26.30476405,2.887346035,21.59736112,21,,2.1,93,,3,0
3,-20.61526497,5.689499082,35.30386147,20.4,,2.1,92,,3,0
4,-12.75488307,7.860381904,47.14471836,20,,0.8,93,,3,0
5,-3.334371812,9.420511254,57.32666674,19.8,,1.4,94,,3,0.5
6,7.16226259,10.4966344,66.28630677,19.8,,0.6,93,,4,6.9
7,18.37814411,11.21588152,74.52676358,20.2,,0.8,92,,4,16.1
8,30.0442974,11.66615329,82.61060276,20.6,,1,91,,4,38.7
9,41.92777542,11.88347802,91.29799676,21.8,,1.4,84,,3,73.4
10,53.74977301,11.8219976,101.9699408,24.6,,1.8,75,,3,85
