hour,altitude,altitude_change,azimuth,temperature,rainfall,windvelocity,humidity,snowfall,sky,output
1,-74.82502579,-0.849942821,337.2811253,-4.3,,1.3,66,,2,0
2,-66.84559122,7.979434568,58.26866692,-5.3,,1.2,72,,1,0
3,-55.81295992,11.0326313,75.90567951,-6.6,,0.8,79,,1,0
4,-44.00287908,11.81008084,87.10641755,-6.9,,0.2,80,,1,0
5,-32.06895768,11.93392141,95.9544902,-6.9,,1.6,80,,1,0
6,-20.31018652,11.75877116,104.0303606,-8.2,,0.7,86,,2,0
7,-8.958050066,11.35213645,112.1571137,-8.7,,0.2,89,,2,0
8,1.730069997,10.68812006,120.9174245,-8,,0.2,89,,3,4.6
9,11.41622902,9.686159024,130.8248348,-5.4,,0.6,71,,3,29.5
10,19.6388177,8.222588681,142.3414938,-3.2,,0.7,55,,3,41.3
11,25.80056838,6.161750674,155.743067,-2.8,,1.8,50,,1,69.4
12,29.25050662,3.449938244,170.824293,-0.9,,2.2,51,,1,29.9
13,29.5128103,0.26230368,173.328831,-1.4,,4,56,,3,44.3
14,26.54725326,-2.965557037,201.9533379,-1.2,,4.2,57,,3,19.1
15,20.77474754,-5.772505724,215.6532632,-1.2,,3.3,59,,2,18.9
16,12.83720933,-7.937538206,227.4598732,-0.7,,3.3,59,,2,8.2
17,3.349514317,-9.487695015,237.5948631,-1.8,,3.4,58,,1,0.8
18,-7.204455708,-10.55397003,246.5042832,-2.6,,2.3,61,,1,0
19,-18.46960335,-11.26514764,254.6957961,-3.1,,2,59,,1,0
20,-30.17903104,-11.70942769,262.7343499,-3.7,,1.3,54,,1,0
21,-42.10163351,-11.92260248,271.3838337,-4.3,,1.7,55,,1,0
22,-53.95961692,-11.8579834,282.0391285,-4.5,,2.9,49,,1,0
23,-65.19663044,-11.23701352,298.1526128,-4.8,,3.6,50,,1,0
0,-73.85712789,-8.660497453,329.5294261,-6.1,,1.1,56,,1,0
1,-74.7825642,-0.925436312,337.754092,-6.8,,1,58,,1,0
2,-66.86620395,7.916360251,57.9394047,-8.4,,0.4,68,,1,0
3,-55.85517302,11.01103093,75.68476988,-9.3,,0.1,75,,1,0
4,-44.05102936,11.80414367,86.93690808,-9.7,,0.4,78,,1,0
5,-32.11629108,11.93473828,95.81024984,-10.1,,0.3,86,,1,0
6,-20.35260129,11.76368979,103.8981304,-10.7,,0,88,,1,0
7,-8.992125939,11.36047535,112.0290071,-10.3,,0.1,89,,1,0
8,1.707883832,10.70000977,120.7882121,-10.3,,0.1,88,,1,12.2
9,11.40999846,9.702114629,130.6912964,-6.5,,0.2,69,,1,44.8
10,19.65310197,8.243103508,142.203177,-3.9,,0.7,55,,1,75.7
11,25.83964023,6.186538264,155.6041085,-1.3,,2.7,50,,1,91.7
12,29.31650882,3.476868586,170.6944949,-0.4,,2.2,38,,1,99.4
13,29.60376386,0.28725504,173.4372888,0.5,,2,36,,1,93.4
14,26.65724577,-2.946518085,201.8736667,0.6,,2.4,35,,1,83.1
15,20.89667416,-5.760571612,215.6018717,0.5,,3.5,32,,1,47.2
16,12.96531036,-7.931363799,227.4315321,-1.1,,3.2,33,,1,22.2
17,3.480093181,-9.485217182,237.5837884,-1.9,,2.7,38,,1,2.9
18,-7.073420995,-10.55351418,246.506016,-3.1,,1.9,51,,1,0
19,-18.33901898,-11.26559799,254.7073782,-3.6,,1.4,48,,1,0
20,-30.04906676,-11.71004778,262.7537746,-4.3,,0.9,53,,1,0
21,-41.97190148,-11.92283472,271.4087568,-6,,0.5,62,,1,0
22,-53.8292976,-11.85739612,282.0625156,-7,,0,66,,1,0
23,-65.06566762,-11.23637003,298.141512,-7.4,,0.4,71,,1,0
0,-73.73332773,-8.667660104,329.3395836,-7.2,,1.1,74,,1,0
1,-74.73248203,-0.999154307,338.2295524,-7.4,,1.1,72,,1,0
2,-66.88091481,7.851567221,57.59860235,-7.9,,0.7,68,,1,0
3,-55.89259435,10.98832046,75.45419578,-8.9,,0,72,,1,0
4,-44.09479628,11.79779807,86.75965433,-8.5,,0.9,68,,1,0
5,-32.15929851,11.93549777,95.65955109,-8.8,,1.1,70,,1,0
6,-20.39054842,11.76875008,103.7603077,-9.3,,0.7,73,,1,0
7,-9.0214585,11.36908992,111.89594,-9.5,,0.2,76,,1,0
8,1.690817418,10.71227592,120.6545793,-9.7,,0,79,,1,13.5
9,11.40933579,9.718518371,130.5539234,-5.6,,0.2,64,,1,47.7
10,19.67342598,8.264090187,142.0618165,-2.6,,0.5,48,,1,79.3
11,25.88515678,6.211730802,155.4632685,-1,,1,38,,1,92.8
12,29.38915578,3.503999004,170.5644116,0.5,,1.1,30,,1,100.5
13,29.70123049,0.312074704,173.5442075,1.8,,1.9,22,,1,97.1
14,26.77327946,-2.927951021,201.7971671,2.5,,1.2,21,,1,82
15,21.0239603,-5.749319164,215.5548085,3.9,,1,19,,1,44.1
16,13.09804283,-7.925917476,227.4082303,2,,0.8,19,,1,18.5
17,3.614637862,-9.483404963,237.5782099,1.3,,1.8,24,,1,1.5
18,-6.938973911,-10.55361177,246.5136395,-0.5,,2.4,31,,1,0
19,-18.20544345,-11.26646954,254.7253382,-1.6,,2.1,43,,1,0
20,-29.91638203,-11.71093858,262.7803039,-2.1,,1,50,,1,0
21,-41.83952704,-11.923145,271.44195,-3.5,,0.5,56,,1,0
22,-53.6961112,-11.85658416,282.0961223,-4.7,,0.5,65,,1,0
23,-64.93101162,-11.23490042,298.1439164,-5.3,,0.7,69,,1,0
0,-73.60377951,-8.672767892,329.1660393,-6,,0.2,73,,1,0
1,-74.67475302,-1.070973511,338.7064966,-6.8,,0.6,78,,1,0
2,-66.88960791,7.78514511,57.24666483,-7.4,,0,79,,1,0
3,-55.9251153,10.96449262,75.21412838,-7.3,,0.6,79,,1,0
4,-44.13408548,11.79102982,86.5747641,-7.8,,0,80,,1,0
5,-32.19789847,11.936187,95.50247953,-8.1,,0,84,,1,0
6,-20.42395849,11.77393998,103.6169692,-7.9,,0.3,89,,1,0
7,-9.045990447,11.37796805,111.7579854,-8.4,,0.2,88,,1,0.1
8,1.678915287,10.72490573,120.5165978,-7.9,,0.1,87,,1,9.8
9,11.41427188,9.735356594,130.4127868,-4.2,,0.6,67,,3,31
10,19.69980625,8.28553437,141.9174824,-1.2,,0.3,50,,3,61.6
11,25.93712002,6.237313767,155.3206162,1.7,,0.5,41,,4,24
12,29.46843498,3.531314962,170.4341135,0.4,,1.2,44,,4,23.8
13,29.80518242,0.336747439,173.6495124,1.5,,2.4,45,,4,52.6
14,26.89531066,-2.909871756,201.7239147,3,,1.3,48,,3,42.4
15,21.15654774,-5.738762925,215.5121426,3.6,,1.5,47,,3,24.6
16,13.2353375,-7.921210233,227.3900241,2.9,,0.8,53,,4,3.2
17,3.753072304,-9.482265201,237.5781688,2.7,,1.3,63,,4,0.2
18,-6.801193762,-10.55426607,246.5271802,1.7,,0.3,77,,3,0
19,-18.0689566,-11.26776283,254.7496875,0.9,,0.6,82,,3,0
20,-29.78105526,-11.71209866,262.8139328,-1.2,,0.1,88,,1,0
21,-41.70458597,-11.92353072,271.4833863,-1.6,,0,91,,4,0
22,-53.56013123,-11.85554526,282.1398858,-2.6,,0,92,,1,0
23,-64.79273975,-11.23260851,298.1597053,-2.9,,0.1,95,,1,0
0,-73.46857893,-8.675839183,329.0088099,-3.2,,0.4,97,,2,0
1,-74.60935824,-1.140779313,339.1839226,-3.9,,0.3,97,,1,0
2,-66.89216931,7.717188934,56.8840212,-4.2,,0.5,98,,1,0
3,-55.95262764,10.93954167,74.96475088,-2.1,,2.5,93,,3,0
4,-44.16880304,11.7838246,86.38235172,-2.9,,1.8,59,,1,0
5,-32.23201026,11.93679278,95.3391247,-3.2,,2.2,47,,1,0
6,-20.45276318,11.77924708,103.4681938,-3.9,,1.9,46,,1,0
7,-9.065665853,11.38709732,111.6152177,-4.5,,0.3,48,,1,0
8,1.672220386,10.73788624,120.37434,-5.1,,0.9,53,,1,11.8
9,11.42483591,9.752615528,130.2679578,-2.7,,2,43,,1,43.5
10,19.73225762,8.307421706,141.7702444,-1.2,,2.3,34,,1,67.3
11,25.99553035,6.263272728,155.1762205,0.1,,2.1,35,,3,45.1
12,29.55433238,3.55880203,170.3036713,0.5,,2,34,,3,99.8
13,29.91559041,0.361258033,173.7531286,1.9,,3,27,,2,94.1
14,27.02329416,-2.892296251,201.6539855,1.5,,2.9,24,,1,87.8
15,21.29437675,-5.728917407,215.4739429,1.3,,2.9,24,,1,51
16,13.3771239,-7.917252857,227.376969,0.2,,2.6,24,,1,21.9
17,3.89531953,-9.481804366,237.5837051,-0.5,,2.2,23,,1,2.9
18,-6.660160304,-10.55547983,246.5466627,-2,,1.5,30,,1,0
19,-17.92963816,-11.26947785,254.7804354,-2.4,,2.7,32,,1,0
20,-29.64316416,-11.713526,262.8546537,-2.8,,1.2,35,,1,0
21,-41.56715274,-11.92398858,271.533035,-4.6,,0.7,40,,1,0
22,-53.42142912,-11.85427638,282.1937377,-4.3,,0.5,43,,1,0
23,-64.65092646,-11.22949734,298.1887461,-5.9,,0.8,46,,1,0
0,-73.32782012,-8.676893668,328.8678723,-6,,0.3,50,,1,0
1,-74.53628618,-1.208466052,339.6608418,-5.6,,1.7,45,,4,0
2,-66.8884874,7.647798776,56.51112379,-6.3,,1.1,51,,3,0
3,-55.97502381,10.91346359,74.70625843,-6.3,,0.9,53,,3,0
4,-44.19885568,11.77616814,86.18253801,-7.4,,0.3,60,,3,0
5,-32.26155404,11.93730164,95.16958014,-7.5,,0.1,62,,3,0
6,-20.47689532,11.78465872,103.3140632,-7.4,,0.2,66,,3,0
7,-9.080430231,11.39646509,111.467713,-6.4,,0.8,61,,4,0
8,1.670774033,10.75120426,120.2278794,-6.4,,0,61,,4,4.3
9,11.44105533,9.7702813,130.1195079,-5.2,,0.9,57,,3,19.8
10,19.77079318,8.329737845,141.6201723,-4.1,,1.2,51,,1,62.8
11,26.06038653,6.289593348,155.0301496,-1.7,,0.8,38,,1,90.3
12,29.64683241,3.586445885,170.1731549,0.8,,1.4,33,,1,97.1
13,30.0324237,0.385591291,173.8549813,1.8,,2.3,27,,1,94.8
14,27.1571832,-2.875240504,201.5874557,2.8,,2.1,27,,1,82.3
15,21.43738612,-5.719797074,215.4402783,2.4,,3.3,25,,1,46.5
16,13.52333021,-7.914055909,227.3691198,0.5,,3.1,37,,1,20.1
17,4.041301662,-9.482028552,237.5948575,0,,2.7,44,,1,2.6
18,-6.515953716,-10.55725538,246.5721096,-1.5,,1.6,53,,1,0
19,-17.78756777,-11.27161405,254.817589,-2.2,,0.8,55,,1,0
20,-29.50278577,-11.715218,262.9024559,-2.9,,0.7,60,,1,0
21,-41.42730045,-11.92451468,271.590862,-3.8,,0.2,63,,1,0
22,-53.28007418,-11.85277373,282.2576041,-5.1,,0.9,72,,1,0
23,-64.50564333,-11.22556915,298.2308951,-5.9,,0.3,78,,1,0
0,-73.18159551,-8.675952184,328.7431652,-6.8,,0,81,,1,0
1,-74.45553273,-1.273937215,340.1362844,-7.3,,0,83,,1,0
2,-66.87845333,7.577079397,56.12844722,-7.6,,0.3,84,,1,0
3,-55.99219713,10.8862562,74.43885807,-6.8,,0,84,,3,0
4,-44.22415086,11.76804627,85.97545031,-7.2,,0.5,88,,1,0
5,-32.28645097,11.93769989,94.99394332,-7.9,,0.2,89,,1,0
6,-20.49628905,11.79016192,103.1546616,-8.1,,0.1,91,,1,0
7,-9.090230604,11.40605845,111.315549,-7.9,,0.6,94,,1,0
8,1.674615859,10.76484646,120.07729,-8.1,,0.1,92,,1,7.8
9,11.46295581,9.788339949,129.9675087,-4.8,,0.4,86,,1,33.6
10,19.81542426,8.352468454,141.4673351,-2.9,,0.6,73,,1,60.9
11,26.13168566,6.316261394,154.8824713,-1.2,,1.4,68,,1,79.2
12,29.74591797,3.614232316,170.0426343,1.6,,1.8,49,,1,85.7
13,30.15565002,0.409732045,173.9549954,3.6,,3.1,37,,2,67.3
14,27.29692946,-2.858720555,201.5244017,4.1,,2.7,35,,3,60.6
15,21.58551312,-5.711416338,215.4112172,3.8,,3.2,40,,3,25.5
16,13.67388341,-7.911629717,227.3665304,2.6,,3.1,44,,4,9.4
17,4.190939947,-9.482943459,237.6116634,1.1,,2.9,57,,3,0.8
18,-6.368654568,-10.55959452,246.6035421,0,,1.5,65,,3,0
19,-17.64282492,-11.27417035,254.861153,-0.9,,0.2,69,,3,0
20,-29.3599964,-11.71717148,262.9573263,-2.8,,0.7,77,,2,0
21,-41.28510082,-11.92510442,271.6568295,-2.5,,0.1,81,,3,0
22,-53.13613363,-11.8510328,282.3314064,-3.1,,0.1,85,,3,0
23,-64.3569591,-11.22082547,298.2859989,-3.8,,0,89,,2,0
0,-73.02999566,-8.67303656,328.6345923,-4.3,,0.3,92,,2,0
1,-74.36710121,-1.337105547,340.6093046,-5,,0.3,95,,2,0
2,-66.8619614,7.505139811,55.73648723,-5.5,,0.6,95,,2,0
3,-56.00404202,10.85791937,74.16276861,-4.2,,1.2,75,,1,0
4,-44.24459701,11.75944501,85.76122241,-3.4,,2.1,47,,1,0
5,-32.30662336,11.93797365,94.81231563,-3.7,,1.6,47,,1,0
6,-20.51087986,11.7957435,102.9900757,-5,,0.9,52,,1,0
7,-9.095015573,11.41586429,111.158805,-6.4,,0.3,63,,1,0
8,1.683783759,10.77879933,119.9226469,-6.9,,0.2,69,,1,10.6
9,11.4905612,9.806777437,129.8120322,-3.6,,0.2,57,,1,42.6
10,19.86616042,8.375599226,141.311802,-0.3,,2.7,43,,1,74.4
11,26.20942317,6.343262745,154.7332529,0.5,,3.6,34,,1,88.8
12,29.8515704,3.642147236,169.9121791,1.6,,3.3,28,,1,91.7
13,30.28523556,0.433665155,174.0530956,1.5,,3.8,25,,1,99
14,27.44248308,-2.842752476,201.4649,1.4,,4.7,26,,1,84.1
15,21.73869353,-5.70378955,215.386828,1.2,,4.1,25,,1,49.3
16,13.82870917,-7.90998436,227.3692542,-0.1,,3.8,32,,1,19.3
17,4.344154784,-9.484554388,237.6341586,-0.6,,4.1,36,,1,1.8
18,-6.218343787,-10.56249857,246.6409791,-1.7,,2.7,38,,1,0
19,-17.49548891,-11.27714512,254.91113,-2.2,,3.1,40,,1,0
20,-29.21487159,-11.71938268,263.0192489,-3,,4.8,38,,1,0
21,-41.14062421,-11.92575263,271.7308968,-4.9,,5.2,34,,1,0
22,-52.98967258,-11.84904837,282.4150608,-5.8,,2.4,38,,1,0
23,-64.20493966,-11.21526707,298.3538942,-5.8,,4.1,36,,1,0
0,-72.87310913,-8.668169474,328.5420242,-6.1,,3.6,36,,1,0
1,-74.27100224,-1.397893108,341.0789849,-6.5,,2.4,36,,1,0
2,-66.83890942,7.432092817,55.33575941,-6.7,,2.3,37,,2,0
3,-56.01045431,10.82845511,73.87822046,-7.5,,0.9,40,,1,0
4,-44.26010366,11.75035065,85.5399945,-8.3,,0.7,44,,3,0
5,-32.32199474,11.93810892,94.62480234,-8.4,,1.1,45,,3,0
6,-20.52060468,11.80139006,102.8203946,-9.1,,0.6,52,,3,0
7,-9.094735391,11.42586929,110.9975616,-10.1,,0.4,59,,2,0
8,1.698313834,10.79304923,119.7640257,-10.3,,0.1,64,,1,13.2
9,11.5238935,9.825579668,129.6531503,-7.5,,1.6,48,,1,37.8
10,19.92300939,8.39911589,141.1536415,-5.3,,0.7,40,,3,44.6
11,26.29359279,6.3705834,154.5825613,-3.6,,1.5,31,,3,74.4
12,29.96376947,3.67017668,169.7818584,-2.4,,1.4,28,,3,75.1
13,30.42114499,0.457375514,174.1492069,-1.7,,1.5,25,,3,67.5
14,27.59379262,-2.827352369,201.4090276,0.7,,0.7,22,,3,50.5
15,21.89686162,-5.696930992,215.3671789,-0.1,,1.8,20,,3,38.4
16,13.98773197,-7.909129659,227.3773432,-0.3,,0.4,18,,3,17.9
17,4.500865742,-9.486866224,237.6623776,-0.8,,0.5,21,,3,1.6
18,-6.065102629,-10.56596837,246.6844379,-2.5,,1.6,32,,2,0
19,-17.34563882,-11.2805362,254.9675204,-3.2,,1.4,42,,1,0
20,-29.06748609,-11.72184726,263.0882053,-3.3,,0.8,45,,3,0
21,-40.99393955,-11.92645346,271.8130194,-3.6,,1.5,44,,4,0
22,-52.84075405,-11.8468145,282.5084794,-3.5,,1.3,42,,4,0
23,-64.04964808,-11.20889403,298.4344092,-4.4,,0.2,49,,4,0
0,-72.71102241,-8.66137433,328.4653008,-4,,0.1,50,,4,0
1,-74.16725366,-1.456231242,341.5444411,-3.6,,0.1,49,,4,0
2,-66.80919917,7.358054483,54.92679769,-3.3,,1.2,44,,4,0
3,-56.01133148,10.7978677,73.58545541,-3.2,,0.7,42,,4,0
4,-44.27058162,11.74074986,85.31191309,-3.3,,1.1,43,,4,0
5,-32.33249003,11.93809158,94.43151251,-3.3,,1.3,41,,4,0
6,-20.52540203,11.80708801,102.6457097,-3.6,,0.9,40,,3,0
7,-9.089342037,11.43605999,110.8319008,-3.5,,0.5,42,,3,0
8,1.718240338,10.80758238,119.6015028,-3.2,,0,41,,4,3.2
9,11.56297283,9.844732496,129.4909349,-2.9,,1,44,,2,34
10,19.98597706,8.423004222,140.9929218,-1.2,,1.4,41,,3,53.9
11,26.38418654,6.398209486,154.4304625,1.1,,0.8,36,,3,43
12,30.08249336,3.698306819,169.6517413,1.1,,1.8,40,,4,21.9
13,30.56334141,0.480848053,174.2432537,1.7,,1.7,52,,4,12
14,27.75080505,-2.812536361,201.3568614,1.3,,2.5,54,,4,9.2
15,22.05995019,-5.690854863,215.3523379,1.7,,2.4,52,,4,25.4
16,14.15087503,-7.909075162,227.390849,1.8,,1.7,60,,3,10.9
17,4.660991597,-9.48988343,237.6963534,0.6,,1.6,70,,2,1.4
18,-5.909012638,-10.57000424,246.7339339,-1,,1,75,,1,0
19,-17.19335351,-11.28434087,255.0303221,-0.7,,1.2,79,,1,0
20,-28.91791384,-11.72456033,263.1641744,-1.2,,0.7,86,,1,0
21,-40.84511435,-11.92720051,271.90315,-0.9,,1.7,89,,4,0
22,-52.68943896,-11.84432461,282.6115695,-1,,0.9,91,,1,0
23,-63.89114469,-11.20170574,298.527364,-0.9,,1.1,90,,2,0
0,-72.54381984,-8.652675145,328.4042342,-1.1,,0.3,91,,3,0
1,-74.05588033,-1.512060493,342.0048261,-0.8,,0.7,90,,1,0
2,-66.77273673,7.283143607,54.51015273,-0.6,,1,89,,2,0
3,-56.00657288,10.76616385,73.28472635,-0.4,,1.3,88,,4,0
4,-44.27594316,11.73062972,85.07713094,-0.5,,0.5,89,,4,0
5,-32.33803565,11.9379075,94.23255897,-0.4,,0.6,88,,4,0
6,-20.52521204,11.81282361,102.4661149,-0.1,,0.4,86,,4,0
7,-9.078789296,11.44642275,110.6619063,0.1,,0.3,86,,4,0
8,1.743595613,10.82238491,119.4351552,0.5,,1,83,,3,3.3
9,11.60781736,9.864221744,129.3254583,0.4,,0.3,84,,2,24.4
10,20.05506742,8.447250058,140.8297107,3,,1.5,68,,1,61.8
11,26.48119469,6.42612727,154.2770222,4.5,,2.1,59,,1,58.8
12,30.20771865,3.726523962,169.5218961,4.5,,1.6,56,,3,50.4
13,30.71178639,0.504067745,174.3351606,6.3,,0.8,52,,2,61.7
14,27.91346579,-2.798320598,201.3084784,6.8,,1.4,50,,1,59
15,22.22789052,-5.685575277,215.3423724,6,,1,50,,3,33.1
16,14.31806038,-7.909830134,227.4098221,5.8,,0.4,50,,3,9.6
17,4.824450353,-9.493610031,237.7361178,4.9,,0.5,53,,3,0.9
18,-5.75015562,-10.57460597,246.7894806,4.2,,1.9,56,,4,0
19,-17.03871152,-11.2885559,255.0995312,3.3,,0.4,60,,4,0
20,-28.76622793,-11.72751641,263.2471325,2.5,,0.3,65,,4,0
21,-40.69421467,-11.92798674,272.0012383,1.9,,0.4,69,,3,0
22,-52.53578613,-11.84157146,282.7242347,0.2,,0.4,74,,3,0
23,-63.72948707,-11.19370095,298.6325712,0.8,,0.5,77,,4,0
0,-72.37158353,-8.642096457,328.3586105,1.4,,1,72,,3,0
1,-73.93691399,-1.56533046,342.4593332,0.3,,0.3,80,,4,0
2,-66.72943284,7.20748115,54.0863902,0.7,,0.1,77,,4,0
3,-55.99608006,10.73335278,72.97629691,0.6,,0.4,77,,4,0
4,-44.27610219,11.71997787,84.83580691,0.4,,0.1,80,,4,0
5,-32.33855965,11.93754254,94.0280582,0.5,,0.4,80,,4,0
6,-20.51997664,11.81858301,102.2817061,0.7,,0.7,78,,4,0
7,-9.063032832,11.45694381,110.4876627,0.7,,0.2,76,,4,0
8,1.774410032,10.83744286,119.2650606,0.3,,0.8,78,,4,1.9
9,11.65844325,9.884033218,129.1567924,1.1,,0,78,,3,11
10,20.13028256,8.471839305,140.6640756,3.8,,1,60,,3,35
11,26.58460572,6.454323166,154.1223052,4.4,,1,55,,2,42.7
12,30.33942029,3.754814568,169.3923911,6.8,,1.4,46,,1,61.2
13,30.8664399,0.527019609,174.4248523,7.6,,1.6,46,,2,63.8
14,28.08171866,-2.784721239,201.263956,7.4,,2.9,42,,3,53.7
15,22.40061242,-5.681106244,215.3373498,7.8,,2,42,,3,17
16,14.48920888,-7.91140354,227.4343118,6.1,,3.4,46,,3,5.8
17,4.991159271,-9.498049605,237.7817005,4.8,,1.9,51,,3,0.3
18,-5.588613602,-10.57977287,246.8510896,3.7,,2,54,,2,0
19,-16.88179109,-11.29317748,255.1751414,2.6,,1.9,54,,1,0
20,-28.61250058,-11.73070949,263.3370535,1.7,,2.6,57,,1,0
21,-40.54130513,-11.92880455,272.1072309,1.1,,0.7,60,,1,0
22,-52.37985231,-11.83854718,282.8463743,-1.3,,0.4,72,,1,0
23,-63.56473012,-11.18487781,298.7498367,-2.2,,0.2,79,,1,0
0,-72.19439337,-8.629663244,328.3281925,-2.8,,0.2,82,,1,0
1,-73.81039296,-1.615999593,342.9071991,-2.8,,1.2,82,,1,0
2,-66.67920332,7.131189643,53.65608887,-3.5,,0.9,88,,1,0
3,-55.97975702,10.6994463,72.66044113,-4,,0.4,91,,1,0
4,-44.27097447,11.70878254,84.58810583,-4.5,,0.1,92,,1,0
5,-32.33399186,11.93698261,93.81813027,-4.8,,0.1,94,,1,0
6,-20.50963958,11.82435228,102.0925817,-4.9,,0.1,96,,1,0
7,-9.042030271,11.46760931,110.3092562,-5.5,,0.5,97,,1,0
8,1.810711938,10.85274221,119.0912971,-5,,0.2,98,,1,8.1
9,11.71486465,9.904152717,128.9850093,-2.7,,0.1,98,,1,34.1
10,20.21162261,8.496757951,140.4960832,0.6,,0.3,72,,1,60.9
11,26.69440635,6.482783742,153.9663758,3.1,,1,57,,1,77.9
12,30.4775716,3.783165249,169.2632937,5.4,,1.5,48,,1,90.5
13,31.02726032,0.549688722,174.5122532,6.7,,1.2,39,,1,85.8
14,28.25550587,-2.771754451,201.2233716,7.2,,1.3,38,,1,67.5
15,22.5780442,-5.677461666,215.337337,7.7,,1.8,32,,1,38.3
16,14.66424017,-7.913804029,227.4643668,5.8,,2.9,36,,1,16.9
17,5.161034901,-9.503205271,237.8331303,4.3,,2.4,44,,1,1.8
18,-5.4244688,-10.5855037,246.9187705,2.6,,1.9,69,,1,0
19,-16.72267009,-11.29820129,255.2571441,1.9,,1.9,81,,1,0
20,-28.45680309,-11.73413301,263.4339089,1.3,,2.2,85,,1,0
21,-40.38644887,-11.92964578,272.2210716,0.5,,1.8,90,,1,0
22,-52.2216922,-11.83524333,282.9778841,-0.1,,1,93,,1,0
23,-63.39692611,-11.17523391,298.8789599,-1.9,,0.1,96,,1,0
0,-72.01232697,-8.615400855,328.3127216,-2.8,,0,99,,1,0
1,-73.67636192,-1.664034951,343.3477069,-2.9,,0.5,100,,1,0
2,-66.62196933,7.054392591,53.21983863,-3.3,,0,100,,1,0
3,-55.95751044,10.66445889,72.33744299,-3.6,,0.2,99,,1,0
4,-44.26047776,11.69703268,84.33419833,-4.1,,0,100,,1,0
5,-32.32426402,11.93621373,93.60289873,-4.1,,0,100,,1,0
6,-20.4941466,11.83011742,101.8988421,-4.3,,0.2,100,,1,0
7,-9.015741285,11.47840532,110.126774,-4.3,,0.3,100,,1,0
8,1.852527577,10.86826886,118.9139433,-3.5,,0.2,100,,4,1.2
9,11.77709363,9.924566052,128.8101808,-2.1,,1.1,100,,4,5.4
10,20.29908571,8.521992077,140.3257998,-1.6,,0.2,100,,4,11.9
11,26.81058144,6.511495735,153.8092976,-0.6,,0.9,100,,4,25.3
12,30.62214423,3.811562784,169.1346713,0.3,,1.3,100,,3,34.4
13,31.19420444,0.572060216,174.5972878,2.3,,1.5,85,,3,39.2
14,28.43476804,-2.759436403,201.1868024,3.3,,1.7,72,,4,41.8
15,22.76011272,-5.67465532,215.3424004,4.1,,0.8,65,,3,27.6
16,14.84307279,-7.917039926,227.5000343,4.6,,0.8,63,,3,9
17,5.333993115,-9.509079676,237.8904338,4,,1.2,64,,4,1.1
18,-5.257803576,-10.59179669,246.9925311,3,,1.7,70,,3,0
19,-16.56142601,-11.30362243,255.3455289,2.7,,1,72,,4,0
20,-28.29920585,-11.73777984,263.5376676,2.3,,0.7,74,,3,0
21,-40.22970755,-11.93050171,272.3427014,0.6,,0,85,,3,0
22,-52.06135845,-11.83165089,283.1186565,1.3,,0.3,84,,4,0
23,-63.22612476,-11.16476631,299.0197346,1.8,,1,79,,4,0
0,-71.82545972,-8.59933496,328.3119204,1.6,,1.1,79,,4,0
1,-73.53487162,-1.709411904,343.7801879,1.5,,0.2,79,,4,0
2,-66.55765775,6.977213869,52.77823837,1.4,,0.1,79,,4,0
3,-55.92925,10.62840775,72.00759588,2.1,0,1.2,79,,4,0
4,-44.24453201,11.68471799,84.07426068,1.7,,1.3,79,,4,0
5,-32.30930993,11.93522208,93.38249052,1.4,,2.9,79,,4,0
6,-20.4734455,11.83586442,101.7005895,0,0,2,79,,1,0
7,-8.984127671,11.48931783,109.9403044,-1.5,,1.1,84,,1,0.1
8,1.899881038,10.88400871,118.7330783,-1.8,,1.2,85,,1,6.5
9,11.8451401,9.94525906,128.6323786,0.1,,0.1,80,,3,12
10,20.39266797,8.547527868,140.153291,1,,1.6,71,,4,14.2
11,26.93311402,6.540446058,153.6511331,2.4,,3.3,66,,3,29
12,30.77310815,3.839994121,169.0065905,1.8,,2.8,65,,3,10.7
13,31.36722744,0.594119291,174.6798808,1.9,,3.9,62,,3,19.2
14,28.61944418,-2.747783256,201.1543261,3,,4,49,,2,68.2
15,22.94674333,-5.672700849,215.3526061,2.2,0,5.5,45,,1,43.8
16,15.02562412,-7.921119212,227.5413608,0.5,,5.8,47,,2,13.3
17,5.509949136,-9.515674983,237.9536365,-1.6,,5.1,45,,2,1.3
18,-5.088700406,-10.59864954,247.0723771,-2.8,,4.5,47,,1,0
19,-16.39813591,-11.3094355,255.4402827,-3.7,,4,52,,2,0
20,-28.13977826,-11.74164235,263.6482963,-4.6,,3.1,57,,1,0
21,-40.07114135,-11.93136309,272.4720586,-5.3,,2.7,56,,1,0
22,-51.89890165,-11.82776031,283.2685801,-5.9,,2.4,56,,3,0
23,-63.05237326,-11.1534716,299.1719493,-6.4,,2.5,58,,1,0
0,-71.63386476,-8.581491499,328.3254942,-6.7,,2.4,57,,1,0
1,-73.38597857,-1.75211381,344.2040229,-7.2,,1.2,57,,1,0
2,-66.48620145,6.899777112,52.33189387,-7.3,,2.4,57,,1,0
3,-55.89488862,10.59131283,71.67120215,-7.7,,2.2,58,,1,0
4,-44.22305958,11.67182904,83.80847455,-8,,1.7,58,,1,0
5,-32.28906555,11.93399403,93.1570358,-8.4,,2.4,55,,1,0
6,-20.44748627,11.84157928,101.4979285,-8.6,,1.3,51,,1,0
7,-8.947153439,11.50033283,109.7499369,-9.4,,0.9,56,,1,0
